,Company Name,Form Type,CIK,Date Filed,URL
728,"Wari, Inc. NT",10-K,1637197,20190228,http://www.sec.gov/Archives/edgar/data/1637197/0001640334-19-000331-index.htm
729,"Wheeler Real Estate Investment Trust, Inc.",10-K,1527541,20190228,http://www.sec.gov/Archives/edgar/data/1527541/0001527541-19-000017-index.htm
730,WisdomTree Continuous Commodity Index Fund,10-K,1379606,20190228,http://www.sec.gov/Archives/edgar/data/1379606/0001193125-19-057435-index.htm
731,WisdomTree Continuous Commodity Index Master Fund,10-K,1379527,20190228,http://www.sec.gov/Archives/edgar/data/1379527/0001193125-19-057435-index.htm
732,"ZOGENIX, INC.",10-K,1375151,20190228,http://www.sec.gov/Archives/edgar/data/1375151/0001375151-19-000016-index.htm
733,ZYNGA INC,10-K,1439404,20190228,http://www.sec.gov/Archives/edgar/data/1439404/0001564590-19-005098-index.htm
734,"e.l.f. Beauty, Inc.",10-K,1600033,20190228,http://www.sec.gov/Archives/edgar/data/1600033/0001600033-19-000011-index.htm
735,"frontdoor, inc.",10-K,1727263,20190228,http://www.sec.gov/Archives/edgar/data/1727263/0001727263-19-000003-index.htm
736,iShares S&P GSCI Commodity-Indexed Trust,10-K,1332174,20190228,http://www.sec.gov/Archives/edgar/data/1332174/0001437749-19-003633-index.htm
737,iShares Silver Trust,10-K,1330568,20190228,http://www.sec.gov/Archives/edgar/data/1330568/0001437749-19-003630-index.htm
738,uniQure N.V.,10-K,1590560,20190228,http://www.sec.gov/Archives/edgar/data/1590560/0001558370-19-001305-index.htm
739,ALL FOR ONE MEDIA CORP.,10-K,1286459,20190115,http://www.sec.gov/Archives/edgar/data/1286459/0001477932-19-000148-index.htm
740,AMERICAN CRYOSTEM Corp,10-K,1468679,20190115,http://www.sec.gov/Archives/edgar/data/1468679/0001019056-19-000013-index.htm
741,Alternative Investment Corp,10-K,1405660,20190115,http://www.sec.gov/Archives/edgar/data/1405660/0001515971-19-000011-index.htm
742,"AmeriCann, Inc.",10-K,1508348,20190115,http://www.sec.gov/Archives/edgar/data/1508348/0001437749-19-000885-index.htm
743,"CLEANSPARK, INC.",10-K,827876,20190115,http://www.sec.gov/Archives/edgar/data/827876/0001663577-19-000036-index.htm
744,"CLIC TECHNOLOGY, INC.",10-K,1658304,20190115,http://www.sec.gov/Archives/edgar/data/1658304/0001477932-19-000158-index.htm
745,"CX Network Group, Inc.",10-K,1502557,20190115,http://www.sec.gov/Archives/edgar/data/1502557/0001213900-19-000724-index.htm
746,"Financial Gravity Companies, Inc.",10-K,1377167,20190115,http://www.sec.gov/Archives/edgar/data/1377167/0001683168-19-000111-index.htm
747,"Luxxo, Inc.",10-K,1693801,20190115,http://www.sec.gov/Archives/edgar/data/1693801/0001599916-19-000007-index.htm
748,"MASTERMIND, INC.",10-K,1088638,20190115,http://www.sec.gov/Archives/edgar/data/1088638/0001556244-19-000007-index.htm
749,MINERAL MOUNTAIN MINING & MILLING CO,10-K,66600,20190115,http://www.sec.gov/Archives/edgar/data/66600/0001575705-19-000007-index.htm
750,Medico International Inc.,10-K,1658432,20190115,http://www.sec.gov/Archives/edgar/data/1658432/0001640334-19-000043-index.htm
751,"Moxian, Inc.",10-K,1516805,20190115,http://www.sec.gov/Archives/edgar/data/1516805/0001144204-19-001744-index.htm
752,"Regenicin, Inc.",10-K,1412659,20190115,http://www.sec.gov/Archives/edgar/data/1412659/0001662252-19-000010-index.htm
753,SEEDO CORP.,10-K,1661600,20190115,http://www.sec.gov/Archives/edgar/data/1661600/0001178913-19-000101-index.htm
754,"Wellness Center USA, Inc.",10-K,1516887,20190115,http://www.sec.gov/Archives/edgar/data/1516887/0001493152-19-000631-index.htm
755,"22nd Century Group, Inc.",10-K,1347858,20190306,http://www.sec.gov/Archives/edgar/data/1347858/0001144204-19-012540-index.htm
756,"ALBIREO PHARMA, INC.",10-K,1322505,20190306,http://www.sec.gov/Archives/edgar/data/1322505/0001558370-19-001601-index.htm
757,ALPHA PRO TECH LTD,10-K,884269,20190306,http://www.sec.gov/Archives/edgar/data/884269/0001437749-19-004169-index.htm
758,"APX Group Holdings, Inc.",10-K,1584423,20190306,http://www.sec.gov/Archives/edgar/data/1584423/0001584423-19-000007-index.htm
759,AQUANTIA CORP,10-K,1316016,20190306,http://www.sec.gov/Archives/edgar/data/1316016/0001564590-19-006495-index.htm
760,"ARC DOCUMENT SOLUTIONS, INC.",10-K,1305168,20190306,http://www.sec.gov/Archives/edgar/data/1305168/0001305168-19-000026-index.htm
761,"ARDELYX, INC.",10-K,1437402,20190306,http://www.sec.gov/Archives/edgar/data/1437402/0001558370-19-001583-index.htm
762,"Adverum Biotechnologies, Inc.",10-K,1501756,20190306,http://www.sec.gov/Archives/edgar/data/1501756/0001564590-19-006536-index.htm
763,Amplify Energy Corp,10-K,1521847,20190306,http://www.sec.gov/Archives/edgar/data/1521847/0001564590-19-006483-index.htm
764,Avinger Inc,10-K,1506928,20190306,http://www.sec.gov/Archives/edgar/data/1506928/0001437749-19-004223-index.htm
765,"B. Riley Financial, Inc.",10-K,1464790,20190306,http://www.sec.gov/Archives/edgar/data/1464790/0001615774-19-003677-index.htm
766,BLACK CREEK INDUSTRIAL REIT IV Inc.,10-K,1625941,20190306,http://www.sec.gov/Archives/edgar/data/1625941/0001625941-19-000023-index.htm
767,BRIGHTHOUSE LIFE INSURANCE Co OF NY,10-K,1167609,20190306,http://www.sec.gov/Archives/edgar/data/1167609/0001167609-19-000004-index.htm
768,Black Creek Diversified Property Fund Inc.,10-K,1327978,20190306,http://www.sec.gov/Archives/edgar/data/1327978/0001327978-19-000022-index.htm
769,BlackRock Capital Investment Corp,10-K,1326003,20190306,http://www.sec.gov/Archives/edgar/data/1326003/0001564590-19-006475-index.htm
770,CPI Card Group Inc.,10-K,1641614,20190306,http://www.sec.gov/Archives/edgar/data/1641614/0001558370-19-001550-index.htm
771,"CRAFT BREW ALLIANCE, INC.",10-K,892222,20190306,http://www.sec.gov/Archives/edgar/data/892222/0000892222-19-000012-index.htm
772,"CareDx, Inc.",10-K,1217234,20190306,http://www.sec.gov/Archives/edgar/data/1217234/0001564590-19-006533-index.htm
773,"China Elite Information Co., Ltd.",10-K,1077561,20190306,http://www.sec.gov/Archives/edgar/data/1077561/0001140361-19-004474-index.htm
774,"Crexendo, Inc.",10-K,1075736,20190306,http://www.sec.gov/Archives/edgar/data/1075736/0001654954-19-002316-index.htm
775,DAWSON GEOPHYSICAL CO,10-K,799165,20190306,http://www.sec.gov/Archives/edgar/data/799165/0001558370-19-001602-index.htm
776,EMC INSURANCE GROUP INC,10-K,356130,20190306,http://www.sec.gov/Archives/edgar/data/356130/0000356130-19-000037-index.htm
777,Evoke Pharma Inc,10-K,1403708,20190306,http://www.sec.gov/Archives/edgar/data/1403708/0001564590-19-006404-index.htm
778,FIRST FINANCIAL CORP /IN/,10-K,714562,20190306,http://www.sec.gov/Archives/edgar/data/714562/0000714562-19-000035-index.htm
779,FIVE STAR SENIOR LIVING INC.,10-K,1159281,20190306,http://www.sec.gov/Archives/edgar/data/1159281/0001159281-19-000009-index.htm
780,"Flex Pharma, Inc.",10-K,1615219,20190306,http://www.sec.gov/Archives/edgar/data/1615219/0001615219-19-000008-index.htm
781,"Funko, Inc.",10-K,1704711,20190306,http://www.sec.gov/Archives/edgar/data/1704711/0001564590-19-006351-index.htm
782,GALECTIN THERAPEUTICS INC,10-K,1133416,20190306,http://www.sec.gov/Archives/edgar/data/1133416/0001193125-19-064705-index.htm
783,GLYCOMIMETICS INC,10-K,1253689,20190306,http://www.sec.gov/Archives/edgar/data/1253689/0001558370-19-001537-index.htm
784,Great Ajax Corp.,10-K,1614806,20190306,http://www.sec.gov/Archives/edgar/data/1614806/0001628280-19-002552-index.htm
785,Hamilton Beach Brands Holding Co,10-K,1709164,20190306,http://www.sec.gov/Archives/edgar/data/1709164/0001709164-19-000004-index.htm
786,Haymaker Acquisition Corp.,10-K,1707306,20190306,http://www.sec.gov/Archives/edgar/data/1707306/0001213900-19-003630-index.htm
787,"Heritage-Crystal Clean, Inc.",10-K,1403431,20190306,http://www.sec.gov/Archives/edgar/data/1403431/0001403431-19-000031-index.htm
788,"HomeStreet, Inc.",10-K,1518715,20190306,http://www.sec.gov/Archives/edgar/data/1518715/0001518715-19-000056-index.htm
789,"IDERA PHARMACEUTICALS, INC.",10-K,861838,20190306,http://www.sec.gov/Archives/edgar/data/861838/0001558370-19-001585-index.htm
790,INDUSTRIAL PROPERTY TRUST INC.,10-K,1558441,20190306,http://www.sec.gov/Archives/edgar/data/1558441/0001558441-19-000003-index.htm
791,"Jounce Therapeutics, Inc.",10-K,1640455,20190306,http://www.sec.gov/Archives/edgar/data/1640455/0001640455-19-000021-index.htm
792,"Kindred Biosciences, Inc.",10-K,1561743,20190306,http://www.sec.gov/Archives/edgar/data/1561743/0001561743-19-000030-index.htm
793,KonaRed Corp,10-K,1527355,20190306,http://www.sec.gov/Archives/edgar/data/1527355/0001185185-19-000316-index.htm
794,LCNB CORP,10-K,1074902,20190306,http://www.sec.gov/Archives/edgar/data/1074902/0001074902-19-000028-index.htm
795,Lipocine Inc.,10-K,1535955,20190306,http://www.sec.gov/Archives/edgar/data/1535955/0001144204-19-012434-index.htm
796,MERRIMACK PHARMACEUTICALS INC,10-K,1274792,20190306,http://www.sec.gov/Archives/edgar/data/1274792/0001564590-19-006385-index.htm
797,"MICROVISION, INC.",10-K,65770,20190306,http://www.sec.gov/Archives/edgar/data/65770/0001136261-19-000098-index.htm
798,MIDDLEFIELD BANC CORP,10-K,836147,20190306,http://www.sec.gov/Archives/edgar/data/836147/0001437749-19-004202-index.htm
799,MILLER INDUSTRIES INC /TN/,10-K,924822,20190306,http://www.sec.gov/Archives/edgar/data/924822/0001144204-19-012559-index.htm
800,MONEYGRAM INTERNATIONAL INC,10-K,1273931,20190306,http://www.sec.gov/Archives/edgar/data/1273931/0001273931-19-000061-index.htm
801,MYR GROUP INC.,10-K,700923,20190306,http://www.sec.gov/Archives/edgar/data/700923/0001144204-19-012547-index.htm
802,NACCO INDUSTRIES INC,10-K,789933,20190306,http://www.sec.gov/Archives/edgar/data/789933/0000789933-19-000013-index.htm
803,NextDecade Corp.,10-K,1612720,20190306,http://www.sec.gov/Archives/edgar/data/1612720/0001558370-19-001591-index.htm
804,OLD DOMINION ELECTRIC COOPERATIVE,10-K,885568,20190306,http://www.sec.gov/Archives/edgar/data/885568/0001564590-19-006434-index.htm
805,OWENS & MINOR INC/VA/,10-K,75252,20190306,http://www.sec.gov/Archives/edgar/data/75252/0000075252-19-000037-index.htm
806,"OptiNose, Inc.",10-K,1494650,20190306,http://www.sec.gov/Archives/edgar/data/1494650/0001494650-19-000020-index.htm
807,PBF Finance Corp,10-K,1566097,20190306,http://www.sec.gov/Archives/edgar/data/1566097/0001566011-19-000004-index.htm
808,PBF Holding Co LLC,10-K,1566011,20190306,http://www.sec.gov/Archives/edgar/data/1566011/0001566011-19-000004-index.htm
809,PROFIRE ENERGY INC,10-K,1289636,20190306,http://www.sec.gov/Archives/edgar/data/1289636/0001289636-19-000007-index.htm
810,"Paratek Pharmaceuticals, Inc.",10-K,1178711,20190306,http://www.sec.gov/Archives/edgar/data/1178711/0001564590-19-006315-index.htm
811,"Phunware, Inc.",10-K,1665300,20190306,http://www.sec.gov/Archives/edgar/data/1665300/0001213900-19-003625-index.htm
812,Primo Water Corp,10-K,1365101,20190306,http://www.sec.gov/Archives/edgar/data/1365101/0001437749-19-004167-index.htm
813,ROSETTA STONE INC,10-K,1351285,20190306,http://www.sec.gov/Archives/edgar/data/1351285/0001564590-19-006492-index.htm
814,"Ranger Energy Services, Inc.",10-K,1699039,20190306,http://www.sec.gov/Archives/edgar/data/1699039/0001699039-19-000012-index.htm
815,SIGA TECHNOLOGIES INC,10-K,1010086,20190306,http://www.sec.gov/Archives/edgar/data/1010086/0001010086-19-000007-index.htm
816,"Seres Therapeutics, Inc.",10-K,1609809,20190306,http://www.sec.gov/Archives/edgar/data/1609809/0001564590-19-006423-index.htm
817,Signal Advance Inc,10-K,1545061,20190306,http://www.sec.gov/Archives/edgar/data/1545061/0001640334-19-000354-index.htm
818,Stellus Capital Investment Corp,10-K,1551901,20190306,http://www.sec.gov/Archives/edgar/data/1551901/0001144204-19-012417-index.htm
819,"THL Credit, Inc.",10-K,1464963,20190306,http://www.sec.gov/Archives/edgar/data/1464963/0001564590-19-006531-index.htm
820,"TTEC Holdings, Inc.",10-K,1013880,20190306,http://www.sec.gov/Archives/edgar/data/1013880/0001558370-19-001597-index.htm
821,TriplePoint Venture Growth BDC Corp.,10-K,1580345,20190306,http://www.sec.gov/Archives/edgar/data/1580345/0001564590-19-006528-index.htm
822,"Trovagene, Inc.",10-K,1213037,20190306,http://www.sec.gov/Archives/edgar/data/1213037/0001628280-19-002546-index.htm
823,US XPRESS ENTERPRISES INC,10-K,923571,20190306,http://www.sec.gov/Archives/edgar/data/923571/0001008886-19-000047-index.htm
824,UWHARRIE CAPITAL CORP,10-K,898171,20190306,http://www.sec.gov/Archives/edgar/data/898171/0001564590-19-006421-index.htm
825,"Unity Biotechnology, Inc.",10-K,1463361,20190306,http://www.sec.gov/Archives/edgar/data/1463361/0001564590-19-006397-index.htm
826,Valeritas Holdings Inc.,10-K,1619250,20190306,http://www.sec.gov/Archives/edgar/data/1619250/0001619250-19-000007-index.htm
827,Vertex Energy Inc.,10-K,890447,20190306,http://www.sec.gov/Archives/edgar/data/890447/0001628280-19-002489-index.htm
828,"Waterstone Financial, Inc.",10-K,1569994,20190306,http://www.sec.gov/Archives/edgar/data/1569994/0001569994-19-000009-index.htm
829,Western Asset Mortgage Capital Corp,10-K,1465885,20190306,http://www.sec.gov/Archives/edgar/data/1465885/0001628280-19-002555-index.htm
830,XERIS PHARMACEUTICALS INC,10-K,1346302,20190306,http://www.sec.gov/Archives/edgar/data/1346302/0001346302-19-000009-index.htm
831,Xenon Pharmaceuticals Inc.,10-K,1582313,20190306,http://www.sec.gov/Archives/edgar/data/1582313/0001564590-19-006514-index.htm
832,Zymeworks Inc.,10-K,1403752,20190306,http://www.sec.gov/Archives/edgar/data/1403752/0001193125-19-065609-index.htm
833,"CHARTER COMMUNICATIONS, INC. /MO/",10-K,1091667,20190131,http://www.sec.gov/Archives/edgar/data/1091667/0001091667-19-000029-index.htm
834,COMCAST CORP,10-K,1166691,20190131,http://www.sec.gov/Archives/edgar/data/1166691/0001166691-19-000005-index.htm
835,"China Crawfish, Ltd. NT",10-K,1629702,20190131,http://www.sec.gov/Archives/edgar/data/1629702/0001079974-19-000027-index.htm
836,Facebook Inc,10-K,1326801,20190131,http://www.sec.gov/Archives/edgar/data/1326801/0001326801-19-000009-index.htm
837,MDC HOLDINGS INC,10-K,773141,20190131,http://www.sec.gov/Archives/edgar/data/773141/0001437749-19-001602-index.htm
838,"Medical Information Technology, Inc.",10-K,1011452,20190131,http://www.sec.gov/Archives/edgar/data/1011452/0001011452-19-000002-index.htm
839,"NBCUniversal Media, LLC",10-K,902739,20190131,http://www.sec.gov/Archives/edgar/data/902739/0001166691-19-000005-index.htm
840,NOBILITY HOMES INC,10-K,72205,20190131,http://www.sec.gov/Archives/edgar/data/72205/0001193125-19-023504-index.htm
841,NORTHROP GRUMMAN CORP /DE/,10-K,1133421,20190131,http://www.sec.gov/Archives/edgar/data/1133421/0001133421-19-000007-index.htm
842,OMNOVA SOLUTIONS INC,10-K,1090061,20190131,http://www.sec.gov/Archives/edgar/data/1090061/0001090061-19-000008-index.htm
843,PULTEGROUP INC/MI/,10-K,822416,20190131,http://www.sec.gov/Archives/edgar/data/822416/0000822416-19-000008-index.htm
844,UNITIL CORP,10-K,755001,20190131,http://www.sec.gov/Archives/edgar/data/755001/0001193125-19-023132-index.htm
845,AMARILLO BIOSCIENCES INC NT,10-K,1014763,20190328,http://www.sec.gov/Archives/edgar/data/1014763/0001014763-19-000003-index.htm
846,ATOSSA GENETICS INC,10-K,1488039,20190328,http://www.sec.gov/Archives/edgar/data/1488039/0001437749-19-005927-index.htm
847,AXA EQUITABLE LIFE INSURANCE CO,10-K,727920,20190328,http://www.sec.gov/Archives/edgar/data/727920/0000727920-19-000005-index.htm
848,Africa Growth Corp NT,10-K,1501720,20190328,http://www.sec.gov/Archives/edgar/data/1501720/0001493152-19-004070-index.htm
849,AgEagle Aerial Systems Inc.,10-K,8504,20190328,http://www.sec.gov/Archives/edgar/data/8504/0001575705-19-000030-index.htm
850,AllyMe Holding Inc.,10-K,1693687,20190328,http://www.sec.gov/Archives/edgar/data/1693687/0001493152-19-004063-index.htm
851,"AngioGenex, Inc.",10-K,1085596,20190328,http://www.sec.gov/Archives/edgar/data/1085596/0001469709-19-000043-index.htm
852,"Aridis Pharmaceuticals, Inc.",10-K,1614067,20190328,http://www.sec.gov/Archives/edgar/data/1614067/0001047469-19-001721-index.htm
853,"BASANITE, INC.",10-K,1448705,20190328,http://www.sec.gov/Archives/edgar/data/1448705/0001553350-19-000269-index.htm
854,BEST BUY CO INC,10-K,764478,20190328,http://www.sec.gov/Archives/edgar/data/764478/0000764478-19-000009-index.htm
855,BMW Vehicle Lease Trust 2016-2,10-K,1683413,20190328,http://www.sec.gov/Archives/edgar/data/1683413/0000929638-19-000427-index.htm
856,BMW Vehicle Lease Trust 2017-1,10-K,1694920,20190328,http://www.sec.gov/Archives/edgar/data/1694920/0000929638-19-000428-index.htm
857,BMW Vehicle Lease Trust 2017-2,10-K,1716665,20190328,http://www.sec.gov/Archives/edgar/data/1716665/0000929638-19-000429-index.htm
858,BMW Vehicle Lease Trust 2018-1,10-K,1753585,20190328,http://www.sec.gov/Archives/edgar/data/1753585/0000929638-19-000430-index.htm
859,BMW Vehicle Owner Trust 2016-A,10-K,1678487,20190328,http://www.sec.gov/Archives/edgar/data/1678487/0000929638-19-000431-index.htm
860,BMW Vehicle Owner Trust 2018-A,10-K,1725617,20190328,http://www.sec.gov/Archives/edgar/data/1725617/0000929638-19-000432-index.htm
861,"Best Hometown Bancorp, Inc.",10-K,1667840,20190328,http://www.sec.gov/Archives/edgar/data/1667840/0001144204-19-016715-index.htm
862,"Blue Line Protection Group, Inc. NT",10-K,1416697,20190328,http://www.sec.gov/Archives/edgar/data/1416697/0001004878-19-000042-index.htm
863,Boxlight Corp,10-K,1624512,20190328,http://www.sec.gov/Archives/edgar/data/1624512/0001493152-19-004118-index.htm
864,"Bravatek Solutions, Inc. NT",10-K,1449574,20190328,http://www.sec.gov/Archives/edgar/data/1449574/0001477932-19-001237-index.htm
865,Business Development Corp of America,10-K,1490927,20190328,http://www.sec.gov/Archives/edgar/data/1490927/0001490927-19-000006-index.htm
866,CABCO SERIES 2004-101 TRUST (GOLDMAN SACHS CAPITAL I),10-K,1289838,20190328,http://www.sec.gov/Archives/edgar/data/1289838/0001193125-19-089555-index.htm
867,CABCO SERIES 2004-102 TRUST (SBC COMMUNICATIONS INC.),10-K,1310227,20190328,http://www.sec.gov/Archives/edgar/data/1310227/0001193125-19-089566-index.htm
868,CABCO TRUST FOR J.C. PENNEY DEBENTURES,10-K,1269980,20190328,http://www.sec.gov/Archives/edgar/data/1269980/0001193125-19-089574-index.htm
869,CALPINE CORP,10-K,916457,20190328,http://www.sec.gov/Archives/edgar/data/916457/0000916457-19-000016-index.htm
870,"CAPITAL ONE FUNDING, LLC",10-K,1162387,20190328,http://www.sec.gov/Archives/edgar/data/1162387/0001162387-19-000016-index.htm
871,CAPITAL ONE MASTER TRUST,10-K,922869,20190328,http://www.sec.gov/Archives/edgar/data/922869/0001162387-19-000016-index.htm
872,CAPITAL ONE MULTI ASSET EXECUTION TRUST,10-K,1163321,20190328,http://www.sec.gov/Archives/edgar/data/1163321/0001162387-19-000016-index.htm
873,"CARDAX, INC.",10-K,1544238,20190328,http://www.sec.gov/Archives/edgar/data/1544238/0001493152-19-004071-index.htm
874,CD 2017-CD3 Mortgage Trust,10-K,1693368,20190328,http://www.sec.gov/Archives/edgar/data/1693368/0001056404-19-002883-index.htm
