,Unnamed: 0,Company Name,Form Type,CIK,Date Filed,URL,EX21
1989,1989,DiaMedica Therapeutics Inc.,10-K,1401040,20190319,http://www.sec.gov/Archives/edgar/data/1401040/0001437749-19-005272-index.htm,/Archives/edgar/data/1401040/000143774919005272/ex_137957.htm
1990,1990,Diffusion Pharmaceuticals Inc.,10-K,1053691,20190319,http://www.sec.gov/Archives/edgar/data/1053691/0001437749-19-005256-index.htm,/Archives/edgar/data/1053691/000143774919005256/ex_137086.htm
1993,1993,"EXPRESS, INC.",10-K,1483510,20190319,http://www.sec.gov/Archives/edgar/data/1483510/0001483510-19-000014-index.htm,/Archives/edgar/data/1483510/000148351019000014/exhibit211-listofsubsidiar.htm
1996,1996,FS Investment Corp II,10-K,1525759,20190319,http://www.sec.gov/Archives/edgar/data/1525759/0001144204-19-014913-index.htm,/Archives/edgar/data/1525759/000114420419014913/tv516196_ex21x1.htm
1997,1997,FS Investment Corp III,10-K,1579412,20190319,http://www.sec.gov/Archives/edgar/data/1579412/0001144204-19-014896-index.htm,/Archives/edgar/data/1579412/000114420419014896/tv516295-ex21x1.htm
1998,1998,Franklin Financial Network Inc.,10-K,1407067,20190319,http://www.sec.gov/Archives/edgar/data/1407067/0001564590-19-008368-index.htm,/Archives/edgar/data/1407067/000156459019008368/fsb-ex211_10.htm
2000,2000,GAP INC,10-K,39911,20190319,http://www.sec.gov/Archives/edgar/data/39911/0000039911-19-000023-index.htm,/Archives/edgar/data/39911/000003991119000023/exhibit21fy171.htm
2001,2001,Genie Energy Ltd.,10-K,1528356,20190319,http://www.sec.gov/Archives/edgar/data/1528356/0001213900-19-004396-index.htm,/Archives/edgar/data/1528356/000121390019004396/ex211_2.htm
2003,2003,"Guardant Health, Inc.",10-K,1576280,20190319,http://www.sec.gov/Archives/edgar/data/1576280/0001628280-19-003139-index.htm,/Archives/edgar/data/1576280/000162828019003139/gh-12312018x10kxexhibit211.htm
2004,2004,"HD SUPPLY, INC.",10-K,1465264,20190319,http://www.sec.gov/Archives/edgar/data/1465264/0001047469-19-001389-index.htm,/Archives/edgar/data/1465264/000104746919001389/a2238047zex-21_1.htm
2005,2005,"HD Supply Holdings, Inc.",10-K,1573097,20190319,http://www.sec.gov/Archives/edgar/data/1573097/0001047469-19-001389-index.htm,/Archives/edgar/data/1465264/000104746919001389/a2238047zex-21_1.htm
2007,2007,INNERWORKINGS INC,10-K,1350381,20190319,http://www.sec.gov/Archives/edgar/data/1350381/0001628280-19-003137-index.htm,/Archives/edgar/data/1350381/000162828019003137/inwk201810-kex211subsidiar.htm
2010,2010,J C PENNEY CO INC,10-K,1166126,20190319,http://www.sec.gov/Archives/edgar/data/1166126/0001166126-19-000012-index.htm,/Archives/edgar/data/1166126/000116612619000012/jcp-0202201910kexhibit21.htm
2015,2015,MID PENN BANCORP INC,10-K,879635,20190319,http://www.sec.gov/Archives/edgar/data/879635/0001564590-19-008349-index.htm,/Archives/edgar/data/879635/000156459019008349/mpb-ex21_8.htm
2017,2017,"Magenta Therapeutics, Inc.",10-K,1690585,20190319,http://www.sec.gov/Archives/edgar/data/1690585/0001193125-19-078948-index.htm,/Archives/edgar/data/1690585/000119312519078948/d650042dex211.htm
2018,2018,"Michaels Companies, Inc.",10-K,1593936,20190319,http://www.sec.gov/Archives/edgar/data/1593936/0001558370-19-002281-index.htm,/Archives/edgar/data/1593936/000155837019002281/mik-20190202ex2113e5a25.htm
2023,2023,Ondas Holdings Inc.,10-K,1646188,20190319,http://www.sec.gov/Archives/edgar/data/1646188/0001615774-19-004224-index.htm,/Archives/edgar/data/1646188/000161577419004224/s116757_ex21-00.htm
2028,2028,"Ramaco Resources, Inc.",10-K,1687187,20190319,http://www.sec.gov/Archives/edgar/data/1687187/0001437749-19-005299-index.htm,/Archives/edgar/data/1687187/000143774919005299/ex_137790.htm
2031,2031,"SI Financial Group, Inc.",10-K,1500213,20190319,http://www.sec.gov/Archives/edgar/data/1500213/0001500213-19-000011-index.htm,/Archives/edgar/data/1500213/000150021319000011/sifi12312018ex210.htm
2036,2036,Scholar Rock Holding Corp,10-K,1727196,20190319,http://www.sec.gov/Archives/edgar/data/1727196/0001558370-19-002252-index.htm,/Archives/edgar/data/1727196/000155837019002252/srrk-20181231ex211299bf2.htm
2038,2038,"Strategic Realty Trust, Inc.",10-K,1446371,20190319,http://www.sec.gov/Archives/edgar/data/1446371/0001446371-19-000006-index.htm,/Archives/edgar/data/1446371/000144637119000006/exhibit21.htm
2039,2039,Surna Inc.,10-K,1482541,20190319,http://www.sec.gov/Archives/edgar/data/1482541/0001493152-19-003583-index.htm,/Archives/edgar/data/1482541/000149315219003583/ex21-1.htm
2040,2040,TCW Direct Lending LLC,10-K,1603480,20190319,http://www.sec.gov/Archives/edgar/data/1603480/0001193125-19-079437-index.htm,/Archives/edgar/data/1603480/000119312519079437/d672779dex211.htm
2041,2041,TCW Direct Lending VII LLC,10-K,1715933,20190319,http://www.sec.gov/Archives/edgar/data/1715933/0001193125-19-079451-index.htm,/Archives/edgar/data/1715933/000119312519079451/d667659dex211.htm
2042,2042,TEAM INC,10-K,318833,20190319,http://www.sec.gov/Archives/edgar/data/318833/0000318833-19-000014-index.htm,/Archives/edgar/data/318833/000031883319000014/a2018q410kex21.htm
2044,2044,"Telaria, Inc.",10-K,1375796,20190319,http://www.sec.gov/Archives/edgar/data/1375796/0001628280-19-003094-index.htm,/Archives/edgar/data/1375796/000162828019003094/tlra10k2018exhibit211.htm
2050,2050,"VERUS INTERNATIONAL, INC.",10-K,1430523,20190319,http://www.sec.gov/Archives/edgar/data/1430523/0001493152-19-003604-index.htm,/Archives/edgar/data/1430523/000149315219003604/ex21-1.htm
2058,2058,"ADMA BIOLOGICS, INC.",10-K,1368514,20190313,http://www.sec.gov/Archives/edgar/data/1368514/0001193805-19-000281-index.htm,/Archives/edgar/data/1368514/000119380519000281/e618283_ex21-1.htm
2059,2059,ALLIED MOTION TECHNOLOGIES INC,10-K,46129,20190313,http://www.sec.gov/Archives/edgar/data/46129/0001104659-19-014558-index.htm,/Archives/edgar/data/46129/000110465919014558/a19-30076_1ex21.htm
2060,2060,"ARATANA THERAPEUTICS, INC.",10-K,1509190,20190313,http://www.sec.gov/Archives/edgar/data/1509190/0001509190-19-000018-index.htm,/Archives/edgar/data/1509190/000150919019000018/petx-20181231xex21_1.htm
2063,2063,BlueLinx Holdings Inc.,10-K,1301787,20190313,http://www.sec.gov/Archives/edgar/data/1301787/0001301787-19-000013-index.htm,/Archives/edgar/data/1301787/000130178719000013/a1229201810k-ex211subs.htm
2064,2064,CAMDEN NATIONAL CORP,10-K,750686,20190313,http://www.sec.gov/Archives/edgar/data/750686/0000750686-19-000052-index.htm,/Archives/edgar/data/750686/000075068619000052/a123118exhibit211.htm
2065,2065,CHEMUNG FINANCIAL CORP,10-K,763563,20190313,http://www.sec.gov/Archives/edgar/data/763563/0000763563-19-000080-index.htm,/Archives/edgar/data/763563/000076356319000080/chmg10k123118exh21.htm
2066,2066,CONSUMER PORTFOLIO SERVICES INC,10-K,889609,20190313,http://www.sec.gov/Archives/edgar/data/889609/0001683168-19-000635-index.htm,/Archives/edgar/data/889609/000168316819000635/cps_10k-ex2100.htm
2067,2067,CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,10-K,1558235,20190313,http://www.sec.gov/Archives/edgar/data/1558235/0001558235-19-000006-index.htm,/Archives/edgar/data/1558235/000155823519000006/cpa18201810-kexh211.htm
2068,2068,COVENANT TRANSPORTATION GROUP INC,10-K,928658,20190313,http://www.sec.gov/Archives/edgar/data/928658/0001008886-19-000055-index.htm,/Archives/edgar/data/928658/000100888619000055/exhibit21.htm
2069,2069,CRH Medical Corp,10-K,1461119,20190313,http://www.sec.gov/Archives/edgar/data/1461119/0001193125-19-073427-index.htm,/Archives/edgar/data/1461119/000119312519073427/d680665dex211.htm
2070,2070,CTI BIOPHARMA CORP,10-K,891293,20190313,http://www.sec.gov/Archives/edgar/data/891293/0000891293-19-000021-index.htm,/Archives/edgar/data/891293/000089129319000021/a2018exhibit21110kfy2018su.htm
2072,2072,"Conifer Holdings, Inc.",10-K,1502292,20190313,http://www.sec.gov/Archives/edgar/data/1502292/0001502292-19-000008-index.htm,/Archives/edgar/data/1502292/000150229219000008/a201810-kaexhibit21102.htm
2074,2074,"Cryoport, Inc.",10-K,1124524,20190313,http://www.sec.gov/Archives/edgar/data/1124524/0001144204-19-013692-index.htm,/Archives/edgar/data/1124524/000114420419013692/tv515562_ex21.htm
2075,2075,Dicerna Pharmaceuticals Inc,10-K,1399529,20190313,http://www.sec.gov/Archives/edgar/data/1399529/0001399529-19-000005-index.htm,/Archives/edgar/data/1399529/000139952919000005/exhibit211.htm
2076,2076,ENTERPRISE BANCORP INC /MA/,10-K,1018399,20190313,http://www.sec.gov/Archives/edgar/data/1018399/0001018399-19-000012-index.htm,/Archives/edgar/data/1018399/000101839919000012/ebtc12311810kex21.htm
2077,2077,Eagle Bulk Shipping Inc.,10-K,1322439,20190313,http://www.sec.gov/Archives/edgar/data/1322439/0001628280-19-002879-index.htm,/Archives/edgar/data/1322439/000162828019002879/egle12312018exhibit21-1.htm
2078,2078,"Embassy Bancorp, Inc.",10-K,1449794,20190313,http://www.sec.gov/Archives/edgar/data/1449794/0001449794-19-000002-index.htm,/Archives/edgar/data/1449794/000144979419000002/emyb-20181231xex21_1.htm
2079,2079,FIDELITY SOUTHERN CORP,10-K,822662,20190313,http://www.sec.gov/Archives/edgar/data/822662/0000822662-19-000009-index.htm,/Archives/edgar/data/822662/000082266219000009/lion12312018ex21a.htm
2080,2080,"FINJAN HOLDINGS, INC.",10-K,1366340,20190313,http://www.sec.gov/Archives/edgar/data/1366340/0001366340-19-000012-index.htm,/Archives/edgar/data/1366340/000136634019000012/fnjn-20181231xex211.htm
2082,2082,"First Financial Northwest, Inc.",10-K,1401564,20190313,http://www.sec.gov/Archives/edgar/data/1401564/0000939057-19-000107-index.htm,/Archives/edgar/data/1401564/000093905719000107/ffnw-20181231x10kexx21.htm
2084,2084,"GNC HOLDINGS, INC.",10-K,1502034,20190313,http://www.sec.gov/Archives/edgar/data/1502034/0001628280-19-002882-index.htm,/Archives/edgar/data/1502034/000162828019002882/gnc-ex211_20181231x10k.htm
2085,2085,GRAYBAR ELECTRIC CO INC,10-K,205402,20190313,http://www.sec.gov/Archives/edgar/data/205402/0000205402-19-000006-index.htm,/Archives/edgar/data/205402/000020540219000006/a12312018-ex21.htm
2087,2087,Great Elm Capital Corp.,10-K,1675033,20190313,http://www.sec.gov/Archives/edgar/data/1675033/0001564590-19-007451-index.htm,/Archives/edgar/data/1675033/000156459019007451/gecc-ex211_286.htm
2090,2090,INDUSTRIAL SERVICES OF AMERICA INC,10-K,4187,20190313,http://www.sec.gov/Archives/edgar/data/4187/0000897101-19-000205-index.htm,/Archives/edgar/data/4187/000089710119000205/ex21_1.htm
2092,2092,INTELLIGENT SYSTEMS CORP,10-K,320340,20190313,http://www.sec.gov/Archives/edgar/data/320340/0001437749-19-004719-index.htm,/Archives/edgar/data/320340/000143774919004719/ex_136861.htm
2093,2093,INVESTORS TITLE CO,10-K,720858,20190313,http://www.sec.gov/Archives/edgar/data/720858/0000720858-19-000009-index.htm,/Archives/edgar/data/720858/000072085819000009/itic_20181231xex-21.htm
2094,2094,"Insys Therapeutics, Inc.",10-K,1516479,20190313,http://www.sec.gov/Archives/edgar/data/1516479/0001564590-19-007444-index.htm,/Archives/edgar/data/1516479/000156459019007444/insy-ex211_33.htm
2095,2095,"KBS Real Estate Investment Trust II, Inc.",10-K,1411059,20190313,http://www.sec.gov/Archives/edgar/data/1411059/0001411059-19-000012-index.htm,/Archives/edgar/data/1411059/000141105919000012/kbsriiq42018exhibit211.htm
2096,2096,LEXINGTON REALTY TRUST,10-K,910108,20190313,http://www.sec.gov/Archives/edgar/data/910108/0001444838-19-000010-index.htm,/Archives/edgar/data/910108/000144483819000010/ex21listofsubsidiaries2018.htm
2097,2097,LINCOLN EDUCATIONAL SERVICES CORP,10-K,1286613,20190313,http://www.sec.gov/Archives/edgar/data/1286613/0001567619-19-006729-index.htm,/Archives/edgar/data/1286613/000156761919006729/ex21_1.htm
2099,2099,Lonestar Resources US Inc.,10-K,1661920,20190313,http://www.sec.gov/Archives/edgar/data/1661920/0001661920-19-000024-index.htm,/Archives/edgar/data/1661920/000166192019000024/a211listofsubsidiaries.htm
2100,2100,MB Bancorp Inc,10-K,1617291,20190313,http://www.sec.gov/Archives/edgar/data/1617291/0001144204-19-013698-index.htm,/Archives/edgar/data/1617291/000114420419013698/tv514924_ex21-1.htm
2101,2101,MEDALLION FINANCIAL CORP,10-K,1000209,20190313,http://www.sec.gov/Archives/edgar/data/1000209/0001193125-19-073307-index.htm,/Archives/edgar/data/1000209/000119312519073307/d643263dex211.htm
2102,2102,MOSAIC CO,10-K,1285785,20190313,http://www.sec.gov/Archives/edgar/data/1285785/0001618034-19-000004-index.htm,/Archives/edgar/data/1285785/000161803419000004/exhibit21_20181231.htm
2107,2107,NATIONAL BANKSHARES INC,10-K,796534,20190313,http://www.sec.gov/Archives/edgar/data/796534/0001437749-19-004789-index.htm,/Archives/edgar/data/796534/000143774919004789/ex_136119.htm
2110,2110,NORTHRIM BANCORP INC,10-K,1163370,20190313,http://www.sec.gov/Archives/edgar/data/1163370/0001163370-19-000009-index.htm,/Archives/edgar/data/1163370/000116337019000009/exhibit211subsidiaries2018.htm
2111,2111,"NantKwest, Inc.",10-K,1326110,20190313,http://www.sec.gov/Archives/edgar/data/1326110/0001564590-19-007562-index.htm,/Archives/edgar/data/1326110/000156459019007562/nk-ex211_7.htm
2112,2112,NorthStar Realty Europe Corp.,10-K,1646587,20190313,http://www.sec.gov/Archives/edgar/data/1646587/0001646587-19-000007-index.htm,/Archives/edgar/data/1646587/000164658719000007/nre12312018exhibit211.htm
2117,2117,PROTEON THERAPEUTICS INC,10-K,1359931,20190313,http://www.sec.gov/Archives/edgar/data/1359931/0001171843-19-001687-index.htm,/Archives/edgar/data/1359931/000117184319001687/exh_211.htm
2118,2118,"Phillips Edison & Company, Inc.",10-K,1476204,20190313,http://www.sec.gov/Archives/edgar/data/1476204/0001476204-19-000026-index.htm,/Archives/edgar/data/1476204/000147620419000026/pentr_20181231-ex211.htm
2120,2120,"ROCKY BRANDS, INC.",10-K,895456,20190313,http://www.sec.gov/Archives/edgar/data/895456/0000895456-19-000017-index.htm,/Archives/edgar/data/895456/000089545619000017/rcky-20181231xex21.htm
2121,2121,Ready Capital Corp,10-K,1527590,20190313,http://www.sec.gov/Archives/edgar/data/1527590/0001558370-19-001928-index.htm,/Archives/edgar/data/1527590/000155837019001928/rc-20181231ex211150d78.htm
2123,2123,"SALEM MEDIA GROUP, INC. /DE/",10-K,1050606,20190313,http://www.sec.gov/Archives/edgar/data/1050606/0001193125-19-072280-index.htm,/Archives/edgar/data/1050606/000119312519072280/d620041dex21.htm
2127,2127,Solid Biosciences Inc.,10-K,1707502,20190313,http://www.sec.gov/Archives/edgar/data/1707502/0001564590-19-007462-index.htm,/Archives/edgar/data/1707502/000156459019007462/sldb-ex211_212.htm
2128,2128,"Superior Drilling Products, Inc.",10-K,1600422,20190313,http://www.sec.gov/Archives/edgar/data/1600422/0001493152-19-003250-index.htm,/Archives/edgar/data/1600422/000149315219003250/ex21-1.htm
2129,2129,TALOS ENERGY INC.,10-K,1724965,20190313,http://www.sec.gov/Archives/edgar/data/1724965/0001564590-19-007586-index.htm,/Archives/edgar/data/1724965/000156459019007586/talo-ex211_183.htm
2130,2130,TARGET CORP,10-K,27419,20190313,http://www.sec.gov/Archives/edgar/data/27419/0000027419-19-000006-index.htm,/Archives/edgar/data/27419/000002741919000006/tgt-20190202xexhibit21.htm
2131,2131,TIPTREE INC.,10-K,1393726,20190313,http://www.sec.gov/Archives/edgar/data/1393726/0001393726-19-000036-index.htm,/Archives/edgar/data/1393726/000139372619000036/subsidiaries2018exh211.htm
2133,2133,TechTarget Inc,10-K,1293282,20190313,http://www.sec.gov/Archives/edgar/data/1293282/0001564590-19-007403-index.htm,/Archives/edgar/data/1293282/000156459019007403/ttgt-ex211_6.htm
2135,2135,"U.S. Auto Parts Network, Inc.",10-K,1378950,20190313,http://www.sec.gov/Archives/edgar/data/1378950/0001558370-19-001882-index.htm,/Archives/edgar/data/1378950/000155837019001882/prts-20181229ex2116cff99.htm
2136,2136,"U.S. Stem Cell, Inc.",10-K,1388319,20190313,http://www.sec.gov/Archives/edgar/data/1388319/0001185185-19-000351-index.htm,/Archives/edgar/data/1388319/000118518519000351/ex_136749.htm
2137,2137,UNITED COMMUNITY FINANCIAL CORP,10-K,707886,20190313,http://www.sec.gov/Archives/edgar/data/707886/0001564590-19-007564-index.htm,/Archives/edgar/data/707886/000156459019007564/ucfc-ex21_6.htm
2142,2142,VOLITIONRX LTD,10-K,93314,20190313,http://www.sec.gov/Archives/edgar/data/93314/0001078782-19-000220-index.htm,/Archives/edgar/data/93314/000107878219000220/f10k123118_ex21z1.htm
2144,2144,"Western New England Bancorp, Inc.",10-K,1157647,20190313,http://www.sec.gov/Archives/edgar/data/1157647/0001387131-19-001900-index.htm,/Archives/edgar/data/1157647/000138713119001900/ex21-1.htm
2163,2163,BANK OF THE JAMES FINANCIAL GROUP INC,10-K,1275101,20190322,http://www.sec.gov/Archives/edgar/data/1275101/0001193125-19-083208-index.htm,/Archives/edgar/data/1275101/000119312519083208/d698724dex211.htm
2166,2166,Bloom Energy Corp,10-K,1664703,20190322,http://www.sec.gov/Archives/edgar/data/1664703/0001664703-19-000008-index.htm,/Archives/edgar/data/1664703/000166470319000008/ex211subsidiaries.htm
2167,2167,"Business First Bancshares, Inc.",10-K,1624322,20190322,http://www.sec.gov/Archives/edgar/data/1624322/0001437749-19-005503-index.htm,/Archives/edgar/data/1624322/000143774919005503/ex_136984.htm
2168,2168,"CATASYS, INC.",10-K,1136174,20190322,http://www.sec.gov/Archives/edgar/data/1136174/0001437749-19-005535-index.htm,/Archives/edgar/data/1136174/000143774919005535/ex_137172.htm
2191,2191,CorePoint Lodging Inc.,10-K,1707178,20190322,http://www.sec.gov/Archives/edgar/data/1707178/0001564590-19-008848-index.htm,/Archives/edgar/data/1707178/000156459019008848/cplg-ex211_536.htm
2192,2192,Covia Holdings Corp,10-K,1722287,20190322,http://www.sec.gov/Archives/edgar/data/1722287/0001564590-19-009040-index.htm,/Archives/edgar/data/1722287/000156459019009040/cvia-ex211_14.htm
2195,2195,"DESTINATION XL GROUP, INC.",10-K,813298,20190322,http://www.sec.gov/Archives/edgar/data/813298/0001564590-19-009017-index.htm,/Archives/edgar/data/813298/000156459019009017/dxlg-ex211_12.htm
2196,2196,DOLLAR GENERAL CORP,10-K,29534,20190322,http://www.sec.gov/Archives/edgar/data/29534/0001558370-19-002383-index.htm,/Archives/edgar/data/29534/000155837019002383/dg-20190201ex2190d9d2e.htm
2197,2197,DRONE AVIATION HOLDING CORP.,10-K,1178727,20190322,http://www.sec.gov/Archives/edgar/data/1178727/0001213900-19-004682-index.htm,/Archives/edgar/data/1178727/000121390019004682/f10k2018ex21_drone.htm
2201,2201,"Fulgent Genetics, Inc.",10-K,1674930,20190322,http://www.sec.gov/Archives/edgar/data/1674930/0001564590-19-008991-index.htm,/Archives/edgar/data/1674930/000156459019008991/flgt-ex211_429.htm
2213,2213,"Gossamer Bio, Inc.",10-K,1728117,20190322,http://www.sec.gov/Archives/edgar/data/1728117/0001564590-19-009031-index.htm,/Archives/edgar/data/1728117/000156459019009031/ck0001728117-ex211_59.htm
2215,2215,"Highlands REIT, Inc.",10-K,1661458,20190322,http://www.sec.gov/Archives/edgar/data/1661458/0001661458-19-000019-index.htm,/Archives/edgar/data/1661458/000166145819000019/exhibit21120181231.htm
2217,2217,"InfuSystem Holdings, Inc",10-K,1337013,20190322,http://www.sec.gov/Archives/edgar/data/1337013/0001437749-19-005538-index.htm,/Archives/edgar/data/1337013/000143774919005538/ex_137520.htm
